,time_task,time_trial,state,obs,count_trial,count_block,p_trans,dominant_trans,high_state,planet,action,is_error,reward,transition,rewardplanet,randomplanet,p_reward_high,p_reward_low,p_ambiguity,p_switch_reward,p_switch_transition,ps_high_state,ps_low_state,ps_common_trans,ps_ambiguity,is_random_common0,spaceship
0,29,1,stage1,2.0,28,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,30,1,stage1,2.0,29,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,31,1,stage1,2.0,30,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,32,1,stage1,2.0,31,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,33,1,stage1,2.0,32,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,34,1,stage1,2.0,33,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,35,1,stage1,2.0,34,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,36,1,stage1,2.0,35,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,37,1,stage1,2.0,36,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,38,1,stage1,2.0,37,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,39,1,stage1,2.0,38,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,40,1,stage1,2.0,39,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,41,1,stage1,2.0,40,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,42,1,stage1,2.0,41,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,43,1,stage1,2.0,42,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,44,1,stage1,2.0,43,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,45,1,stage1,2.0,44,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,46,1,stage1,2.0,45,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,47,1,stage1,2.0,46,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,48,1,stage1,2.0,47,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,49,1,stage1,2.0,48,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,50,1,stage1,2.0,49,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,51,1,stage1,2.0,50,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,52,1,stage1,2.0,51,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,53,1,stage1,2.0,52,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,54,1,stage1,2.0,53,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,55,1,stage1,2.0,54,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,56,1,stage1,2.0,55,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,57,1,stage1,2.0,56,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,58,1,stage1,2.0,57,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,59,1,stage1,2.0,58,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,60,1,stage1,2.0,59,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,61,1,stage1,2.0,60,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,62,1,stage1,2.0,61,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,63,1,stage1,2.0,62,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,64,1,stage1,2.0,63,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,65,1,stage1,2.0,64,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,66,1,stage1,2.0,65,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,67,1,stage1,2.0,66,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,68,1,stage1,2.0,67,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,69,1,stage1,2.0,68,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,70,1,stage1,2.0,69,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,71,1,stage1,2.0,70,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,72,1,stage1,2.0,71,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,73,1,stage1,2.0,72,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,74,1,stage1,2.0,73,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,75,1,stage1,2.0,74,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,76,1,stage1,2.0,75,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,77,1,stage1,2.0,76,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,78,1,stage1,2.0,77,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,79,1,stage1,2.0,78,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,80,1,stage1,2.0,79,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,81,1,stage1,2.0,80,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,82,1,stage1,2.0,81,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,83,1,stage1,2.0,82,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,84,1,stage1,2.0,83,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,85,1,stage1,2.0,84,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,86,1,stage1,2.0,85,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,87,1,stage1,2.0,86,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,88,1,stage1,2.0,87,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,89,1,stage1,2.0,88,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,90,1,stage1,2.0,89,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,91,1,stage1,2.0,90,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,92,1,stage1,2.0,91,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,93,1,stage1,2.0,92,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,94,1,stage1,2.0,93,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,95,1,stage1,2.0,94,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,96,1,stage1,2.0,95,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,97,1,stage1,2.0,96,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,98,1,stage1,2.0,97,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,99,1,stage1,2.0,98,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,100,1,stage1,2.0,99,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,101,1,stage1,2.0,100,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,102,1,stage1,2.0,101,0,"[0.0, 0.0]",2,1,1,0,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,103,1,stage1,2.0,102,0,"[0.0, 0.0]",2,1,1,0,False,0.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,104,1,stage1,2.0,103,0,"[0.0, 0.0]",2,0,1,0,False,0.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,105,1,stage1,2.0,104,0,"[0.0, 0.0]",2,0,1,0,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,106,1,stage1,2.0,105,0,"[0.0, 0.0]",2,0,1,0,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,107,1,stage1,2.0,106,0,"[0.0, 0.0]",2,0,1,0,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,108,1,stage1,2.0,107,0,"[0.0, 0.0]",2,0,1,0,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,109,1,stage1,2.0,108,0,"[0.0, 0.0]",2,0,1,1,False,1.0,[1 0],[0. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,0
0,110,1,stage1,1.0,109,0,"[0.0, 0.0]",2,0,0,1,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,111,1,stage1,1.0,110,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,112,1,stage1,1.0,111,0,"[0.0, 0.0]",2,0,0,1,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,113,1,stage1,1.0,112,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,114,1,stage1,1.0,113,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,115,1,stage1,1.0,114,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,116,1,stage1,1.0,115,0,"[0.0, 0.0]",2,0,0,1,False,0.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,117,1,stage1,1.0,116,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,118,1,stage1,1.0,117,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,119,1,stage1,1.0,118,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,120,1,stage1,1.0,119,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,121,1,stage1,1.0,120,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,122,1,stage1,1.0,121,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,123,1,stage1,1.0,122,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,124,1,stage1,1.0,123,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,125,1,stage1,1.0,124,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,126,1,stage1,1.0,125,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,127,1,stage1,1.0,126,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,128,1,stage1,1.0,127,0,"[0.0, 0.0]",2,0,0,1,False,0.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,129,1,stage1,1.0,128,0,"[0.0, 0.0]",2,0,0,1,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,130,1,stage1,1.0,129,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,131,1,stage1,1.0,130,0,"[0.0, 0.0]",2,0,0,1,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,132,1,stage1,1.0,131,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,133,1,stage1,1.0,132,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,134,1,stage1,1.0,133,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,135,1,stage1,1.0,134,0,"[0.0, 0.0]",2,0,0,1,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,136,1,stage1,1.0,135,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,137,1,stage1,1.0,136,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,138,1,stage1,1.0,137,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[1. 1.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,139,1,stage1,1.0,138,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,140,1,stage1,1.0,139,0,"[0.0, 0.0]",2,0,0,1,False,0.0,[1 0],[1. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
0,141,1,stage1,1.0,140,0,"[0.0, 0.0]",2,0,0,1,False,1.0,[1 0],[0. 0.],,0.8,0.19999999999999996,0.0,0.02,0,0.8,,1.0,0.0,True,1
