,blockID,obs,t,stage,tot_t,is_done,action,obs_next,reward,trialID,randomplanet,rewardplanet,transition,highstate,p_ambiguity,p_reward_high,p_trans,p_reward_low
17,1,1.0,0,1,18,False,1,1.0,1.0,18,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
18,1,1.0,0,1,19,False,1,1.0,1.0,19,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
19,1,1.0,0,1,20,False,1,1.0,1.0,20,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
20,1,1.0,0,1,21,False,1,1.0,1.0,21,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
21,1,1.0,0,1,22,False,1,1.0,0.0,22,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
22,1,1.0,0,1,23,False,1,1.0,1.0,23,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
23,1,1.0,0,1,24,False,1,1.0,1.0,24,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
24,1,1.0,0,1,25,False,1,1.0,1.0,25,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
25,1,1.0,0,1,26,False,1,1.0,1.0,26,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
26,1,1.0,0,1,27,False,1,1.0,0.0,27,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
27,1,1.0,0,1,28,False,1,1.0,1.0,28,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
28,1,1.0,0,1,29,False,1,1.0,0.0,29,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
29,1,1.0,0,1,30,False,1,1.0,0.0,30,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
30,1,1.0,0,1,31,False,0,2.0,1.0,31,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
31,1,2.0,0,1,32,False,1,1.0,0.0,32,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
32,1,1.0,0,1,33,False,0,2.0,1.0,33,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
33,1,2.0,0,1,34,False,0,2.0,1.0,34,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
34,1,2.0,0,1,35,False,0,2.0,0.0,35,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
35,1,2.0,0,1,36,False,0,2.0,0.0,36,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
36,1,2.0,0,1,37,False,0,2.0,0.0,37,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
37,1,2.0,0,1,38,False,1,1.0,0.0,38,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
38,1,1.0,0,1,39,False,0,2.0,1.0,39,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
39,1,2.0,0,1,40,False,0,2.0,1.0,40,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
40,1,2.0,0,1,41,False,0,2.0,0.0,41,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
41,1,2.0,0,1,42,False,0,2.0,0.0,42,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
42,1,2.0,0,1,43,False,1,1.0,0.0,43,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
43,1,1.0,0,1,44,False,0,2.0,0.0,44,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
44,1,2.0,0,1,45,False,0,2.0,0.0,45,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
45,1,2.0,0,1,46,False,1,1.0,0.0,46,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
46,1,1.0,0,1,47,False,0,2.0,1.0,47,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
47,1,2.0,0,1,48,False,0,2.0,0.0,48,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
48,1,2.0,0,1,49,False,0,2.0,1.0,49,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
49,1,2.0,0,1,50,False,1,1.0,1.0,50,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
50,1,1.0,0,1,51,False,1,1.0,1.0,51,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
51,1,1.0,0,1,52,False,1,1.0,1.0,52,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
52,1,1.0,0,1,53,False,1,1.0,0.0,53,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
53,1,1.0,0,1,54,False,1,1.0,0.0,54,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
54,1,1.0,0,1,55,False,1,1.0,1.0,55,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
55,1,1.0,0,1,56,False,1,1.0,1.0,56,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
56,1,1.0,0,1,57,False,1,1.0,1.0,57,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
57,1,1.0,0,1,58,False,1,1.0,0.0,58,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
58,1,1.0,0,1,59,False,1,1.0,1.0,59,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
59,1,1.0,0,1,60,False,1,1.0,0.0,60,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
60,1,1.0,0,1,61,False,1,1.0,0.0,61,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
61,1,1.0,0,1,62,False,0,2.0,1.0,62,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
62,1,2.0,0,1,63,False,0,2.0,1.0,63,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
63,1,2.0,0,1,64,False,0,2.0,1.0,64,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
64,1,2.0,0,1,65,False,0,2.0,1.0,65,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
65,1,2.0,0,1,66,False,0,2.0,0.0,66,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
66,1,2.0,0,1,67,False,0,2.0,1.0,67,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
67,1,2.0,0,1,68,False,0,2.0,1.0,68,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
68,1,2.0,0,1,69,False,0,2.0,1.0,69,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
69,1,2.0,0,1,70,False,0,2.0,0.0,70,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
70,1,2.0,0,1,71,False,0,2.0,0.0,71,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
71,1,2.0,0,1,72,False,0,2.0,1.0,72,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
72,1,2.0,0,1,73,False,0,2.0,1.0,73,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
73,1,2.0,0,1,74,False,0,2.0,0.0,74,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
74,1,2.0,0,1,75,False,0,2.0,0.0,75,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
75,1,2.0,0,1,76,False,1,1.0,1.0,76,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
76,1,1.0,0,1,77,False,1,1.0,1.0,77,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
77,1,1.0,0,1,78,False,1,1.0,0.0,78,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
78,1,1.0,0,1,79,False,1,1.0,0.0,79,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
79,1,1.0,0,1,80,False,1,1.0,0.0,80,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
80,1,1.0,0,1,81,False,0,2.0,0.0,81,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
81,1,2.0,0,1,82,False,1,1.0,0.0,82,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
82,1,1.0,0,1,83,False,0,2.0,0.0,83,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
83,1,2.0,0,1,84,False,1,1.0,1.0,84,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
84,1,1.0,0,1,85,False,1,1.0,0.0,85,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
85,1,1.0,0,1,86,False,1,1.0,1.0,86,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
86,1,1.0,0,1,87,False,1,1.0,1.0,87,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
87,1,1.0,0,1,88,False,1,1.0,1.0,88,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
88,1,1.0,0,1,89,False,1,1.0,1.0,89,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
89,1,1.0,0,1,90,False,1,1.0,0.0,90,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
90,1,1.0,0,1,91,False,1,1.0,0.0,91,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
91,1,1.0,0,1,92,False,1,1.0,0.0,92,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
92,1,1.0,0,1,93,False,0,2.0,0.0,93,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
93,1,2.0,0,1,94,False,1,1.0,0.0,94,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
94,1,1.0,0,1,95,False,0,2.0,0.0,95,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
95,1,2.0,0,1,96,False,1,1.0,0.0,96,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
96,1,1.0,0,1,97,False,0,2.0,1.0,97,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
97,1,2.0,0,1,98,False,0,2.0,1.0,98,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
98,1,2.0,0,1,99,False,0,2.0,0.0,99,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
99,1,2.0,0,1,100,False,0,2.0,0.0,100,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
100,1,2.0,0,1,101,False,1,1.0,1.0,101,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
101,1,1.0,0,1,102,False,1,1.0,1.0,102,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
102,1,1.0,0,1,103,False,1,1.0,1.0,103,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
103,1,1.0,0,1,104,False,1,1.0,0.0,104,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
104,1,1.0,0,1,105,False,1,1.0,1.0,105,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
105,1,1.0,0,1,106,False,1,1.0,1.0,106,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
106,1,1.0,0,1,107,False,1,1.0,0.0,107,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
107,1,1.0,0,1,108,False,1,1.0,0.0,108,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
108,1,1.0,0,1,109,False,1,1.0,1.0,109,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
109,1,1.0,0,1,110,False,1,1.0,1.0,110,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
110,1,1.0,0,1,111,False,1,1.0,1.0,111,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
111,1,1.0,0,1,112,False,1,1.0,1.0,112,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
112,1,1.0,0,1,113,False,1,1.0,0.0,113,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
113,1,1.0,0,1,114,False,1,1.0,0.0,114,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
114,1,1.0,0,1,115,False,1,1.0,1.0,115,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
115,1,1.0,0,1,116,False,1,1.0,0.0,116,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
116,1,1.0,0,1,117,False,1,1.0,1.0,117,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
117,1,1.0,0,1,118,False,1,1.0,0.0,118,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
118,1,1.0,0,1,119,False,1,1.0,0.0,119,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
119,1,1.0,0,1,120,False,1,1.0,1.0,120,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
120,1,1.0,0,1,121,False,1,1.0,1.0,121,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
121,1,1.0,0,1,122,False,1,1.0,0.0,122,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
122,1,1.0,0,1,123,False,1,1.0,1.0,123,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
123,1,1.0,0,1,124,False,1,1.0,1.0,124,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
124,1,1.0,0,1,125,False,1,1.0,0.0,125,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
125,1,1.0,0,1,126,False,1,1.0,0.0,126,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
126,1,1.0,0,1,127,False,1,1.0,0.0,127,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
127,1,1.0,0,1,128,False,0,2.0,1.0,128,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
128,1,2.0,0,1,129,False,0,2.0,1.0,129,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
129,1,2.0,0,1,130,False,0,2.0,1.0,130,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
130,1,2.0,0,1,131,False,0,2.0,1.0,131,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
131,1,2.0,0,1,132,False,0,2.0,1.0,132,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
132,1,2.0,0,1,133,False,0,2.0,1.0,133,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
133,1,2.0,0,1,134,False,0,2.0,1.0,134,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
134,1,2.0,0,1,135,False,0,2.0,0.0,135,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
135,1,2.0,0,1,136,False,0,2.0,1.0,136,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
136,1,2.0,0,1,137,False,0,2.0,0.0,137,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
137,1,2.0,0,1,138,False,0,2.0,0.0,138,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
138,1,2.0,0,1,139,False,1,1.0,1.0,139,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
139,1,1.0,0,1,140,False,1,1.0,0.0,140,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
140,1,1.0,0,1,141,False,0,2.0,0.0,141,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
141,1,2.0,0,1,142,False,1,1.0,0.0,142,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
142,1,1.0,0,1,143,False,0,2.0,1.0,143,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
143,1,2.0,0,1,144,False,0,2.0,1.0,144,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
144,1,2.0,0,1,145,False,0,2.0,1.0,145,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
145,1,2.0,0,1,146,False,0,2.0,0.0,146,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
146,1,2.0,0,1,147,False,0,2.0,1.0,147,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
147,1,2.0,0,1,148,False,0,2.0,0.0,148,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
148,1,2.0,0,1,149,False,0,2.0,0.0,149,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
149,1,2.0,0,1,150,False,1,1.0,1.0,150,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
150,1,1.0,0,1,151,False,1,1.0,0.0,151,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
151,1,1.0,0,1,152,False,1,1.0,1.0,152,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
152,1,1.0,0,1,153,False,1,1.0,1.0,153,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
153,1,1.0,0,1,154,False,1,1.0,1.0,154,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
154,1,1.0,0,1,155,False,1,1.0,0.0,155,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
155,1,1.0,0,1,156,False,1,1.0,1.0,156,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
156,1,1.0,0,1,157,False,1,1.0,0.0,157,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
157,1,1.0,0,1,158,False,1,1.0,1.0,158,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
158,1,1.0,0,1,159,False,1,1.0,0.0,159,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
159,1,1.0,0,1,160,False,1,1.0,1.0,160,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
160,1,1.0,0,1,161,False,1,1.0,1.0,161,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
161,1,1.0,0,1,162,False,1,1.0,0.0,162,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
162,1,1.0,0,1,163,False,1,1.0,0.0,163,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
163,1,1.0,0,1,164,False,1,1.0,1.0,164,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
164,1,1.0,0,1,165,False,1,1.0,0.0,165,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
165,1,1.0,0,1,166,False,1,1.0,0.0,166,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
166,1,1.0,0,1,167,False,0,2.0,0.0,167,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
167,1,2.0,0,1,168,False,1,1.0,0.0,168,,[1. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
168,1,1.0,0,1,169,False,0,2.0,1.0,169,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
169,1,2.0,0,1,170,False,0,2.0,1.0,170,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
170,1,2.0,0,1,171,False,0,2.0,0.0,171,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
171,1,2.0,0,1,172,False,0,2.0,0.0,172,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
172,1,2.0,0,1,173,False,0,2.0,0.0,173,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
173,1,2.0,0,1,174,False,1,1.0,0.0,174,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
174,1,1.0,0,1,175,False,1,1.0,0.0,175,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
175,1,1.0,0,1,176,False,0,2.0,0.0,176,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
176,1,2.0,0,1,177,False,1,1.0,1.0,177,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
177,1,1.0,0,1,178,False,1,1.0,0.0,178,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
178,1,1.0,0,1,179,False,1,1.0,0.0,179,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
179,1,1.0,0,1,180,False,0,2.0,0.0,180,,[0. 1.],[2 1],1,0.0,0.5,[0. 0.],0.5
180,1,2.0,0,1,181,False,1,1.0,0.0,181,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
181,1,1.0,0,1,182,False,0,2.0,0.0,182,,[0. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
182,1,2.0,0,1,183,False,0,2.0,0.0,183,,[1. 0.],[2 1],1,0.0,0.5,[0. 0.],0.5
183,1,2.0,0,1,184,False,1,1.0,1.0,184,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
184,1,1.0,0,1,185,False,1,1.0,1.0,185,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
185,1,1.0,0,1,186,False,1,1.0,0.0,186,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
186,1,1.0,0,1,187,False,1,1.0,0.0,187,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
187,1,1.0,0,1,188,False,1,1.0,0.0,188,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
188,1,1.0,0,1,189,False,0,2.0,1.0,189,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
189,1,2.0,0,1,190,False,0,2.0,0.0,190,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
190,1,2.0,0,1,191,False,0,2.0,1.0,191,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
191,1,2.0,0,1,192,False,0,2.0,1.0,192,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
192,1,2.0,0,1,193,False,0,2.0,1.0,193,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
193,1,2.0,0,1,194,False,0,2.0,1.0,194,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
194,1,2.0,0,1,195,False,0,2.0,1.0,195,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
195,1,2.0,0,1,196,False,0,2.0,0.0,196,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
196,1,2.0,0,1,197,False,0,2.0,1.0,197,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
197,1,2.0,0,1,198,False,0,2.0,1.0,198,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
198,1,2.0,0,1,199,False,0,2.0,0.0,199,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
199,1,2.0,0,1,200,False,0,2.0,0.0,200,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
200,1,2.0,0,1,201,False,0,2.0,0.0,201,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
201,1,2.0,0,1,202,False,1,1.0,0.0,202,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
202,1,1.0,0,1,203,False,0,2.0,0.0,203,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
203,1,2.0,0,1,204,False,1,1.0,1.0,204,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
204,1,1.0,0,1,205,False,1,1.0,1.0,205,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
205,1,1.0,0,1,206,False,1,1.0,1.0,206,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
206,1,1.0,0,1,207,False,1,1.0,1.0,207,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
207,1,1.0,0,1,208,False,1,1.0,0.0,208,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
208,1,1.0,0,1,209,False,1,1.0,0.0,209,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
209,1,1.0,0,1,210,False,1,1.0,0.0,210,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
210,1,1.0,0,1,211,False,0,2.0,1.0,211,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
211,1,2.0,0,1,212,False,0,2.0,0.0,212,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
212,1,2.0,0,1,213,False,0,2.0,0.0,213,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
213,1,2.0,0,1,214,False,1,1.0,1.0,214,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
214,1,1.0,0,1,215,False,1,1.0,0.0,215,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
215,1,1.0,0,1,216,False,1,1.0,0.0,216,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
216,1,1.0,0,1,217,False,0,2.0,0.0,217,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
217,1,2.0,0,1,218,False,1,1.0,1.0,218,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
218,1,1.0,0,1,219,False,1,1.0,0.0,219,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
219,1,1.0,0,1,220,False,1,1.0,0.0,220,,[0. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
220,1,1.0,0,1,221,False,1,1.0,0.0,221,,[1. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
221,1,1.0,0,1,222,False,0,2.0,1.0,222,,[1. 0.],[2 1],0,0.0,0.5,[0. 0.],0.5
222,1,2.0,0,1,223,False,0,2.0,0.0,223,,[0. 1.],[2 1],0,0.0,0.5,[0. 0.],0.5
